Date,Sentiment_avg,Last_valid_sentiment,Last_valid_date,Days_since_last_valid,Decayed_sentiment
2018-12-29,2.5,2.5,2018-12-29,0,2.5
2018-12-30,,2.5,2018-12-29,1,2.69673467
2018-12-31,2.875,2.875,2018-12-31,0,2.875
2019-01-01,1.0,1.0,2019-01-01,0,1.0
2019-01-02,3.07142857,3.07142857,2019-01-02,0,3.07142857
2019-01-03,2.6,2.6,2019-01-03,0,2.6
2019-01-04,2.625,2.625,2019-01-04,0,2.625
2019-01-05,2.0,2.0,2019-01-05,0,2.0
2019-01-06,,2.0,2019-01-05,1,2.39346934
2019-01-07,2.66666667,2.66666667,2019-01-07,0,2.66666667
2019-01-08,3.33333333,3.33333333,2019-01-08,0,3.33333333
2019-01-09,2.85714286,2.85714286,2019-01-09,0,2.85714286
2019-01-10,3.0,3.0,2019-01-10,0,3.0
2019-01-11,2.5625,2.5625,2019-01-11,0,2.5625
2019-01-12,2.5,2.5,2019-01-12,0,2.5
2019-01-13,3.25,3.25,2019-01-13,0,3.25
2019-01-14,2.79411765,2.79411765,2019-01-14,0,2.79411765
2019-01-15,2.859375,2.859375,2019-01-15,0,2.859375
2019-01-16,2.9,2.9,2019-01-16,0,2.9
2019-01-17,2.81818182,2.81818182,2019-01-17,0,2.81818182
2019-01-18,2.375,2.375,2019-01-18,0,2.375
2019-01-19,3.0,3.0,2019-01-19,0,3.0
2019-01-20,,3.0,2019-01-19,1,3.0
2019-01-21,3.5,3.5,2019-01-21,0,3.5
2019-01-22,3.3,3.3,2019-01-22,0,3.3
2019-01-23,1.9,1.9,2019-01-23,0,1.9
2019-01-24,3.0,3.0,2019-01-24,0,3.0
2019-01-25,2.83333333,2.83333333,2019-01-25,0,2.83333333
2019-01-26,3.5,3.5,2019-01-26,0,3.5
2019-01-27,,3.5,2019-01-26,1,3.30326533
2019-01-28,2.7,2.7,2019-01-28,0,2.7
2019-01-29,3.6,3.6,2019-01-29,0,3.6
2019-01-30,3.0,3.0,2019-01-30,0,3.0
2019-01-31,2.5,2.5,2019-01-31,0,2.5
2019-02-01,3.25,3.25,2019-02-01,0,3.25
2019-02-02,,3.25,2019-02-01,1,3.15163266
2019-02-03,,3.25,2019-02-01,2,3.09196986
2019-02-04,2.25,2.25,2019-02-04,0,2.25
2019-02-05,3.66666667,3.66666667,2019-02-05,0,3.66666667
2019-02-06,2.0,2.0,2019-02-06,0,2.0
2019-02-07,2.5,2.5,2019-02-07,0,2.5
2019-02-08,3.83333333,3.83333333,2019-02-08,0,3.83333333
2019-02-09,,3.83333333,2019-02-08,1,3.50544222
2019-02-10,3.0,3.0,2019-02-10,0,3.0
2019-02-11,3.83333333,3.83333333,2019-02-11,0,3.83333333
2019-02-12,3.75,3.75,2019-02-12,0,3.75
2019-02-13,2.75,2.75,2019-02-13,0,2.75
2019-02-14,3.66666667,3.66666667,2019-02-14,0,3.66666667
2019-02-15,3.33333333,3.33333333,2019-02-15,0,3.33333333
2019-02-16,4.25,4.25,2019-02-16,0,4.25
2019-02-17,3.75,3.75,2019-02-17,0,3.75
2019-02-18,2.5,2.5,2019-02-18,0,2.5
2019-02-19,3.14285714,3.14285714,2019-02-19,0,3.14285714
2019-02-20,3.83333333,3.83333333,2019-02-20,0,3.83333333
2019-02-21,2.75,2.75,2019-02-21,0,2.75
2019-02-22,3.2,3.2,2019-02-22,0,3.2
2019-02-23,2.66666667,2.66666667,2019-02-23,0,2.66666667
2019-02-24,2.5,2.5,2019-02-24,0,2.5
2019-02-25,3.0,3.0,2019-02-25,0,3.0
2019-02-26,2.42857143,2.42857143,2019-02-26,0,2.42857143
2019-02-27,3.5,3.5,2019-02-27,0,3.5
2019-02-28,2.91666667,2.91666667,2019-02-28,0,2.91666667
2019-03-01,3.5,3.5,2019-03-01,0,3.5
2019-03-02,,3.5,2019-03-01,1,3.30326533
2019-03-03,,3.5,2019-03-01,2,3.18393972
2019-03-04,3.4,3.4,2019-03-04,0,3.4
2019-03-05,2.33333333,2.33333333,2019-03-05,0,2.33333333
2019-03-06,2.94444444,2.94444444,2019-03-06,0,2.94444444
2019-03-07,2.3,2.3,2019-03-07,0,2.3
2019-03-08,2.78571429,2.78571429,2019-03-08,0,2.78571429
2019-03-09,,2.78571429,2019-03-08,1,2.87002914
2019-03-10,,2.78571429,2019-03-08,2,2.92116869
2019-03-11,2.5,2.5,2019-03-11,0,2.5
2019-03-12,3.07142857,3.07142857,2019-03-12,0,3.07142857
2019-03-13,2.66666667,2.66666667,2019-03-13,0,2.66666667
2019-03-14,2.61111111,2.61111111,2019-03-14,0,2.61111111
2019-03-15,1.875,1.875,2019-03-15,0,1.875
2019-03-16,2.0,2.0,2019-03-16,0,2.0
2019-03-17,3.0,3.0,2019-03-17,0,3.0
2019-03-18,4.16666667,4.16666667,2019-03-18,0,4.16666667
2019-03-19,3.5,3.5,2019-03-19,0,3.5
2019-03-20,2.875,2.875,2019-03-20,0,2.875
2019-03-21,2.6,2.6,2019-03-21,0,2.6
2019-03-22,2.66666667,2.66666667,2019-03-22,0,2.66666667
2019-03-23,,2.66666667,2019-03-22,1,2.79782311
2019-03-24,,2.66666667,2019-03-22,2,2.87737352
2019-03-25,2.8,2.8,2019-03-25,0,2.8
2019-03-26,3.66666667,3.66666667,2019-03-26,0,3.66666667
2019-03-27,2.16666667,2.16666667,2019-03-27,0,2.16666667
2019-03-28,2.91666667,2.91666667,2019-03-28,0,2.91666667
2019-03-29,3.18181818,3.18181818,2019-03-29,0,3.18181818
2019-03-30,3.0,3.0,2019-03-30,0,3.0
2019-03-31,2.5,2.5,2019-03-31,0,2.5
2019-04-01,3.58333333,3.58333333,2019-04-01,0,3.58333333
2019-04-02,2.875,2.875,2019-04-02,0,2.875
2019-04-03,2.78571429,2.78571429,2019-04-03,0,2.78571429
2019-04-04,3.8,3.8,2019-04-04,0,3.8
2019-04-05,3.2,3.2,2019-04-05,0,3.2
2019-04-06,4.25,4.25,2019-04-06,0,4.25
2019-04-07,4.5,4.5,2019-04-07,0,4.5
2019-04-08,2.63333333,2.63333333,2019-04-08,0,2.63333333
2019-04-09,2.92307692,2.92307692,2019-04-09,0,2.92307692
2019-04-10,3.0,3.0,2019-04-10,0,3.0
2019-04-11,2.91176471,2.91176471,2019-04-11,0,2.91176471
2019-04-12,4.18918919,4.18918919,2019-04-12,0,4.18918919
2019-04-13,2.75,2.75,2019-04-13,0,2.75
2019-04-14,2.8,2.8,2019-04-14,0,2.8
2019-04-15,3.15909091,3.15909091,2019-04-15,0,3.15909091
2019-04-16,3.19230769,3.19230769,2019-04-16,0,3.19230769
2019-04-17,3.35714286,3.35714286,2019-04-17,0,3.35714286
2019-04-18,2.9375,2.9375,2019-04-18,0,2.9375
2019-04-19,2.5,2.5,2019-04-19,0,2.5
2019-04-20,5.0,5.0,2019-04-20,0,5.0
2019-04-21,4.5,4.5,2019-04-21,0,4.5
2019-04-22,2.1,2.1,2019-04-22,0,2.1
2019-04-23,3.16666667,3.16666667,2019-04-23,0,3.16666667
2019-04-24,2.5,2.5,2019-04-24,0,2.5
2019-04-25,3.66666667,3.66666667,2019-04-25,0,3.66666667
2019-04-26,2.5,2.5,2019-04-26,0,2.5
2019-04-27,2.0,2.0,2019-04-27,0,2.0
2019-04-28,1.5,1.5,2019-04-28,0,1.5
2019-04-29,4.125,4.125,2019-04-29,0,4.125
2019-04-30,3.625,3.625,2019-04-30,0,3.625
2019-05-01,2.75,2.75,2019-05-01,0,2.75
2019-05-02,3.5,3.5,2019-05-02,0,3.5
2019-05-03,3.0,3.0,2019-05-03,0,3.0
2019-05-04,2.75,2.75,2019-05-04,0,2.75
2019-05-05,,2.75,2019-05-04,1,2.84836734
2019-05-06,3.0,3.0,2019-05-06,0,3.0
2019-05-07,3.0,3.0,2019-05-07,0,3.0
2019-05-08,2.5,2.5,2019-05-08,0,2.5
2019-05-09,3.6,3.6,2019-05-09,0,3.6
2019-05-10,2.91666667,2.91666667,2019-05-10,0,2.91666667
2019-05-11,3.16666667,3.16666667,2019-05-11,0,3.16666667
2019-05-12,3.0,3.0,2019-05-12,0,3.0
2019-05-13,2.83333333,2.83333333,2019-05-13,0,2.83333333
2019-05-14,2.83333333,2.83333333,2019-05-14,0,2.83333333
2019-05-15,3.125,3.125,2019-05-15,0,3.125
2019-05-16,2.9,2.9,2019-05-16,0,2.9
2019-05-17,2.91666667,2.91666667,2019-05-17,0,2.91666667
2019-05-18,3.0,3.0,2019-05-18,0,3.0
2019-05-19,4.16666667,4.16666667,2019-05-19,0,4.16666667
2019-05-20,3.875,3.875,2019-05-20,0,3.875
2019-05-21,3.5,3.5,2019-05-21,0,3.5
2019-05-22,3.375,3.375,2019-05-22,0,3.375
2019-05-23,4.25,4.25,2019-05-23,0,4.25
2019-05-24,2.0,2.0,2019-05-24,0,2.0
2019-05-25,2.0,2.0,2019-05-25,0,2.0
2019-05-26,2.5,2.5,2019-05-26,0,2.5
2019-05-27,1.5,1.5,2019-05-27,0,1.5
2019-05-28,2.4,2.4,2019-05-28,0,2.4
2019-05-29,3.6,3.6,2019-05-29,0,3.6
2019-05-30,3.35714286,3.35714286,2019-05-30,0,3.35714286
2019-05-31,3.0,3.0,2019-05-31,0,3.0
2019-06-01,1.0,1.0,2019-06-01,0,1.0
2019-06-02,,1.0,2019-06-01,1,1.78693868
2019-06-03,3.66666667,3.66666667,2019-06-03,0,3.66666667
2019-06-04,3.25,3.25,2019-06-04,0,3.25
2019-06-05,2.75,2.75,2019-06-05,0,2.75
2019-06-06,3.75,3.75,2019-06-06,0,3.75
2019-06-07,2.6,2.6,2019-06-07,0,2.6
2019-06-08,2.0,2.0,2019-06-08,0,2.0
2019-06-09,4.0,4.0,2019-06-09,0,4.0
2019-06-10,4.0,4.0,2019-06-10,0,4.0
2019-06-11,2.6,2.6,2019-06-11,0,2.6
2019-06-12,3.5,3.5,2019-06-12,0,3.5
2019-06-13,3.5,3.5,2019-06-13,0,3.5
2019-06-14,3.83333333,3.83333333,2019-06-14,0,3.83333333
2019-06-15,3.0,3.0,2019-06-15,0,3.0
2019-06-16,2.5,2.5,2019-06-16,0,2.5
2019-06-17,2.875,2.875,2019-06-17,0,2.875
2019-06-18,2.66666667,2.66666667,2019-06-18,0,2.66666667
2019-06-19,3.16666667,3.16666667,2019-06-19,0,3.16666667
2019-06-20,3.16666667,3.16666667,2019-06-20,0,3.16666667
2019-06-21,3.375,3.375,2019-06-21,0,3.375
2019-06-22,3.0,3.0,2019-06-22,0,3.0
2019-06-23,2.5,2.5,2019-06-23,0,2.5
2019-06-24,3.0,3.0,2019-06-24,0,3.0
2019-06-25,3.375,3.375,2019-06-25,0,3.375
2019-06-26,3.42857143,3.42857143,2019-06-26,0,3.42857143
2019-06-27,3.625,3.625,2019-06-27,0,3.625
2019-06-28,3.46666667,3.46666667,2019-06-28,0,3.46666667
2019-06-29,4.0,4.0,2019-06-29,0,4.0
2019-06-30,3.125,3.125,2019-06-30,0,3.125
2019-07-01,3.2,3.2,2019-07-01,0,3.2
2019-07-02,3.5,3.5,2019-07-02,0,3.5
2019-07-03,3.3,3.3,2019-07-03,0,3.3
2019-07-04,3.16666667,3.16666667,2019-07-04,0,3.16666667
2019-07-05,2.0,2.0,2019-07-05,0,2.0
2019-07-06,2.0,2.0,2019-07-06,0,2.0
2019-07-07,,2.0,2019-07-06,1,2.39346934
2019-07-08,2.58333333,2.58333333,2019-07-08,0,2.58333333
2019-07-09,3.35714286,3.35714286,2019-07-09,0,3.35714286
2019-07-10,3.25,3.25,2019-07-10,0,3.25
2019-07-11,3.75,3.75,2019-07-11,0,3.75
2019-07-12,3.16666667,3.16666667,2019-07-12,0,3.16666667
2019-07-13,2.83333333,2.83333333,2019-07-13,0,2.83333333
2019-07-14,3.0,3.0,2019-07-14,0,3.0
2019-07-15,3.02272727,3.02272727,2019-07-15,0,3.02272727
2019-07-16,3.17307692,3.17307692,2019-07-16,0,3.17307692
2019-07-17,3.27272727,3.27272727,2019-07-17,0,3.27272727
2019-07-18,3.40909091,3.40909091,2019-07-18,0,3.40909091
2019-07-19,3.0,3.0,2019-07-19,0,3.0
2019-07-20,,3.0,2019-07-19,1,3.0
2019-07-21,1.5,1.5,2019-07-21,0,1.5
2019-07-22,2.75,2.75,2019-07-22,0,2.75
2019-07-23,2.9,2.9,2019-07-23,0,2.9
2019-07-24,3.66666667,3.66666667,2019-07-24,0,3.66666667
2019-07-25,3.5,3.5,2019-07-25,0,3.5
2019-07-26,3.5,3.5,2019-07-26,0,3.5
2019-07-27,,3.5,2019-07-26,1,3.30326533
2019-07-28,2.0,2.0,2019-07-28,0,2.0
2019-07-29,2.8125,2.8125,2019-07-29,0,2.8125
2019-07-30,3.07142857,3.07142857,2019-07-30,0,3.07142857
2019-07-31,3.75,3.75,2019-07-31,0,3.75
2019-08-01,2.5,2.5,2019-08-01,0,2.5
2019-08-02,2.5625,2.5625,2019-08-02,0,2.5625
2019-08-03,2.0,2.0,2019-08-03,0,2.0
2019-08-04,2.0,2.0,2019-08-04,0,2.0
2019-08-05,2.125,2.125,2019-08-05,0,2.125
2019-08-06,3.1,3.1,2019-08-06,0,3.1
2019-08-07,3.04545455,3.04545455,2019-08-07,0,3.04545455
2019-08-08,3.66666667,3.66666667,2019-08-08,0,3.66666667
2019-08-09,2.6,2.6,2019-08-09,0,2.6
2019-08-10,,2.6,2019-08-09,1,2.75738774
2019-08-11,2.75,2.75,2019-08-11,0,2.75
2019-08-12,2.66666667,2.66666667,2019-08-12,0,2.66666667
2019-08-13,3.83333333,3.83333333,2019-08-13,0,3.83333333
2019-08-14,2.08333333,2.08333333,2019-08-14,0,2.08333333
2019-08-15,3.5,3.5,2019-08-15,0,3.5
2019-08-16,3.07142857,3.07142857,2019-08-16,0,3.07142857
2019-08-17,,3.07142857,2019-08-16,1,3.04332362
2019-08-18,,3.07142857,2019-08-16,2,3.0262771
2019-08-19,3.66666667,3.66666667,2019-08-19,0,3.66666667
2019-08-20,4.16666667,4.16666667,2019-08-20,0,4.16666667
2019-08-21,2.8,2.8,2019-08-21,0,2.8
2019-08-22,3.83333333,3.83333333,2019-08-22,0,3.83333333
2019-08-23,2.625,2.625,2019-08-23,0,2.625
2019-08-24,4.0,4.0,2019-08-24,0,4.0
2019-08-25,3.5,3.5,2019-08-25,0,3.5
2019-08-26,2.33333333,2.33333333,2019-08-26,0,2.33333333
2019-08-27,2.2,2.2,2019-08-27,0,2.2
2019-08-28,2.4,2.4,2019-08-28,0,2.4
2019-08-29,2.8,2.8,2019-08-29,0,2.8
2019-08-30,4.0,4.0,2019-08-30,0,4.0
2019-08-31,,4.0,2019-08-30,1,3.60653066
2019-09-01,,4.0,2019-08-30,2,3.36787944
2019-09-02,4.0,4.0,2019-09-02,0,4.0
2019-09-03,2.9375,2.9375,2019-09-03,0,2.9375
2019-09-04,2.75,2.75,2019-09-04,0,2.75
2019-09-05,3.45454545,3.45454545,2019-09-05,0,3.45454545
2019-09-06,,3.45454545,2019-09-05,1,3.27569575
2019-09-07,2.0,2.0,2019-09-07,0,2.0
2019-09-08,,2.0,2019-09-07,1,2.39346934
2019-09-09,3.0625,3.0625,2019-09-09,0,3.0625
2019-09-10,2.72727273,2.72727273,2019-09-10,0,2.72727273
2019-09-11,2.16666667,2.16666667,2019-09-11,0,2.16666667
2019-09-12,3.6,3.6,2019-09-12,0,3.6
2019-09-13,2.22727273,2.22727273,2019-09-13,0,2.22727273
2019-09-14,3.0,3.0,2019-09-14,0,3.0
2019-09-15,2.33333333,2.33333333,2019-09-15,0,2.33333333
2019-09-16,2.83333333,2.83333333,2019-09-16,0,2.83333333
2019-09-17,3.0625,3.0625,2019-09-17,0,3.0625
2019-09-18,3.33333333,3.33333333,2019-09-18,0,3.33333333
2019-09-19,3.25,3.25,2019-09-19,0,3.25
2019-09-20,3.0,3.0,2019-09-20,0,3.0
2019-09-21,,3.0,2019-09-20,1,3.0
2019-09-22,2.5,2.5,2019-09-22,0,2.5
2019-09-23,2.83333333,2.83333333,2019-09-23,0,2.83333333
2019-09-24,3.58333333,3.58333333,2019-09-24,0,3.58333333
2019-09-25,2.375,2.375,2019-09-25,0,2.375
2019-09-26,3.2,3.2,2019-09-26,0,3.2
2019-09-27,3.5,3.5,2019-09-27,0,3.5
2019-09-28,3.0,3.0,2019-09-28,0,3.0
2019-09-29,,3.0,2019-09-28,1,3.0
2019-09-30,3.8,3.8,2019-09-30,0,3.8
2019-10-01,2.83333333,2.83333333,2019-10-01,0,2.83333333
2019-10-02,2.125,2.125,2019-10-02,0,2.125
2019-10-03,3.0,3.0,2019-10-03,0,3.0
2019-10-04,3.0,3.0,2019-10-04,0,3.0
2019-10-05,2.0,2.0,2019-10-05,0,2.0
2019-10-06,3.0,3.0,2019-10-06,0,3.0
2019-10-07,2.85714286,2.85714286,2019-10-07,0,2.85714286
2019-10-08,3.25,3.25,2019-10-08,0,3.25
2019-10-09,2.86363636,2.86363636,2019-10-09,0,2.86363636
2019-10-10,3.125,3.125,2019-10-10,0,3.125
2019-10-11,3.15625,3.15625,2019-10-11,0,3.15625
2019-10-12,4.0,4.0,2019-10-12,0,4.0
2019-10-13,3.5,3.5,2019-10-13,0,3.5
2019-10-14,2.81578947,2.81578947,2019-10-14,0,2.81578947
2019-10-15,3.29761905,3.29761905,2019-10-15,0,3.29761905
2019-10-16,3.14705882,3.14705882,2019-10-16,0,3.14705882
2019-10-17,2.83333333,2.83333333,2019-10-17,0,2.83333333
2019-10-18,2.94444444,2.94444444,2019-10-18,0,2.94444444
2019-10-19,2.5,2.5,2019-10-19,0,2.5
2019-10-20,3.5,3.5,2019-10-20,0,3.5
2019-10-21,3.35714286,3.35714286,2019-10-21,0,3.35714286
2019-10-22,2.5,2.5,2019-10-22,0,2.5
2019-10-23,2.75,2.75,2019-10-23,0,2.75
2019-10-24,2.0,2.0,2019-10-24,0,2.0
2019-10-25,2.25,2.25,2019-10-25,0,2.25
2019-10-26,2.25,2.25,2019-10-26,0,2.25
2019-10-27,3.5,3.5,2019-10-27,0,3.5
2019-10-28,3.0,3.0,2019-10-28,0,3.0
2019-10-29,3.33333333,3.33333333,2019-10-29,0,3.33333333
2019-10-30,,3.33333333,2019-10-29,1,3.20217689
2019-10-31,,3.33333333,2019-10-29,2,3.12262648
2019-11-01,2.8,2.8,2019-11-01,0,2.8
2019-11-02,3.5,3.5,2019-11-02,0,3.5
2019-11-03,3.0,3.0,2019-11-03,0,3.0
2019-11-04,3.0,3.0,2019-11-04,0,3.0
2019-11-05,2.78571429,2.78571429,2019-11-05,0,2.78571429
2019-11-06,2.5,2.5,2019-11-06,0,2.5
2019-11-07,3.22727273,3.22727273,2019-11-07,0,3.22727273
2019-11-08,2.9,2.9,2019-11-08,0,2.9
2019-11-09,1.75,1.75,2019-11-09,0,1.75
2019-11-10,2.33333333,2.33333333,2019-11-10,0,2.33333333
2019-11-11,3.71428571,3.71428571,2019-11-11,0,3.71428571
2019-11-12,4.25,4.25,2019-11-12,0,4.25
2019-11-13,2.95833333,2.95833333,2019-11-13,0,2.95833333
2019-11-14,3.08333333,3.08333333,2019-11-14,0,3.08333333
2019-11-15,2.77777778,2.77777778,2019-11-15,0,2.77777778
2019-11-16,3.0,3.0,2019-11-16,0,3.0
2019-11-17,1.5,1.5,2019-11-17,0,1.5
2019-11-18,3.25,3.25,2019-11-18,0,3.25
2019-11-19,3.0,3.0,2019-11-19,0,3.0
2019-11-20,4.0,4.0,2019-11-20,0,4.0
2019-11-21,3.25,3.25,2019-11-21,0,3.25
2019-11-22,,3.25,2019-11-21,1,3.15163266
2019-11-23,,3.25,2019-11-21,2,3.09196986
2019-11-24,,3.25,2019-11-21,3,3.05578254
2019-11-25,5.0,5.0,2019-11-25,0,5.0
2019-11-26,2.4,2.4,2019-11-26,0,2.4
2019-11-27,3.83333333,3.83333333,2019-11-27,0,3.83333333
2019-11-28,,3.83333333,2019-11-27,1,3.50544222
2019-11-29,2.0,2.0,2019-11-29,0,2.0
2019-11-30,,2.0,2019-11-29,1,2.39346934
2019-12-01,3.0,3.0,2019-12-01,0,3.0
2019-12-02,2.83333333,2.83333333,2019-12-02,0,2.83333333
2019-12-03,2.0,2.0,2019-12-03,0,2.0
2019-12-04,4.25,4.25,2019-12-04,0,4.25
2019-12-05,3.25,3.25,2019-12-05,0,3.25
2019-12-06,3.4,3.4,2019-12-06,0,3.4
2019-12-07,3.0,3.0,2019-12-07,0,3.0
2019-12-08,2.5,2.5,2019-12-08,0,2.5
2019-12-09,2.75,2.75,2019-12-09,0,2.75
2019-12-10,3.5625,3.5625,2019-12-10,0,3.5625
2019-12-11,3.16666667,3.16666667,2019-12-11,0,3.16666667
2019-12-12,3.58333333,3.58333333,2019-12-12,0,3.58333333
2019-12-13,2.75,2.75,2019-12-13,0,2.75
2019-12-14,3.0,3.0,2019-12-14,0,3.0
2019-12-15,2.0,2.0,2019-12-15,0,2.0
2019-12-16,1.0,1.0,2019-12-16,0,1.0
2019-12-17,1.5,1.5,2019-12-17,0,1.5
2019-12-18,,1.5,2019-12-17,1,2.09020401
2019-12-19,3.5,3.5,2019-12-19,0,3.5
2019-12-20,4.0,4.0,2019-12-20,0,4.0
2019-12-21,,4.0,2019-12-20,1,3.60653066
2019-12-22,,4.0,2019-12-20,2,3.36787944
2019-12-23,3.25,3.25,2019-12-23,0,3.25
2019-12-24,,3.25,2019-12-23,1,3.15163266
2019-12-25,,3.25,2019-12-23,2,3.09196986
