Date,Sentiment_avg,Last_valid_sentiment,Last_valid_date,Days_since_last_valid,Decayed_sentiment
2010-01-09,,2.125,2010-01-08,1,2.469285672751446
2010-01-10,,2.125,2010-01-08,2,2.678105488974988
2010-01-11,2.625,2.625,2010-01-11,0,2.625
2010-01-12,2.3,2.3,2010-01-12,0,2.3
2010-01-13,2.8,2.8,2010-01-13,0,2.8
2010-01-14,4.0,4.0,2010-01-14,0,4.0
2010-01-15,1.75,1.75,2010-01-15,0,1.75
2010-01-16,,1.75,2010-01-15,1,2.2418366753592083
2010-01-17,4.4375,4.4375,2010-01-17,0,4.4375
2010-01-18,4.0,4.0,2010-01-18,0,4.0
2010-01-19,2.1666666666666665,2.1666666666666665,2010-01-19,0,2.1666666666666665
2010-01-20,1.75,1.75,2010-01-20,0,1.75
2010-01-21,1.875,1.875,2010-01-21,0,1.875
2010-01-22,3.25,3.25,2010-01-22,0,3.25
2010-01-23,,3.25,2010-01-22,1,3.1516326649281585
2010-01-24,2.0,2.0,2010-01-24,0,2.0
2010-01-25,,2.0,2010-01-24,1,2.393469340287367
2010-01-26,,2.0,2010-01-24,2,2.6321205588285577
2010-01-27,2.0,2.0,2010-01-27,0,2.0
2010-01-28,1.5,1.5,2010-01-28,0,1.5
2010-01-29,,1.5,2010-01-28,1,2.0902040104310498
2010-01-30,,1.5,2010-01-28,2,2.4481808382428367
2010-01-31,,1.5,2010-01-28,3,2.665304759777355
2010-02-01,2.75,2.75,2010-02-01,0,2.75
2010-02-02,2.6875,2.6875,2010-02-02,0,2.6875
2010-02-03,2.5,2.5,2010-02-03,0,2.5
2010-02-04,3.25,3.25,2010-02-04,0,3.25
2010-02-05,2.0,2.0,2010-02-05,0,2.0
2010-02-06,,2.0,2010-02-05,1,2.393469340287367
2010-02-07,,2.0,2010-02-05,2,2.6321205588285577
2010-02-08,,2.0,2010-02-05,3,2.77686983985157
2010-02-09,3.0,3.0,2010-02-09,0,3.0
2010-02-10,1.25,1.25,2010-02-10,0,1.25
2010-02-11,3.75,3.75,2010-02-11,0,3.75
